Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Renault KWID,Hyderabad,2018.0,1900.0,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5.0,4.0,4.8 Lakh,4.45
Hyundai EON,Coimbatore,2014.0,14799.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Black/Silver,5.0,4.0,,4.14
Hyundai i20,Jaipur,2015.0,81310.0,Diesel,Manual,First,21.19 kmpl,1396 CC,88.76 bhp,Others,5.0,4.0,,5.9
Maruti Swift,Hyderabad,2009.0,88096.0,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,Others,5.0,4.0,,3.5
Tata Safari,Hyderabad,2014.0,93000.0,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,Others,7.0,5.0,,8.25
Toyota Innova,Coimbatore,2017.0,72202.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,Black/Silver,8.0,5.0,24.01 Lakh,17.92
Skoda Octavia,Kochi,2017.0,30523.0,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,White,5.0,4.0,,17.08
Nissan Terrano,Jaipur,2015.0,75055.0,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,White,5.0,4.0,,6.5
Toyota Innova,Pune,2013.0,255000.0,Diesel,Manual,Third,12.99 kmpl,2494 CC,100.6 bhp,Others,7.0,4.0,,6.5
Maruti Swift,Kolkata,2014.0,33000.0,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,White,5.0,4.0,,3.99
Tata Tiago,Hyderabad,2017.0,53000.0,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,Others,5.0,4.0,,5.0
Hyundai Santro,Jaipur,2009.0,89000.0,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,Others,5.0,4.0,,1.6
Mercedes-Benz GLE,Coimbatore,2018.0,29277.0,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,White,5.0,4.0,95.13 Lakh,59.65
Hyundai Santro,Pune,2010.0,55000.0,LPG,Manual,Second,13.45 km/kg,1086 CC,62.1 bhp,White,5.0,4.0,,1.65
Maruti Swift,Chennai,2012.0,58133.0,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,4.8
Maruti Wagon,Kochi,2015.0,50230.0,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,,3.87
Honda BR-V,Kochi,2017.0,32249.0,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,White,7.0,5.0,15.45 Lakh,10.79
Mercedes-Benz GLE,Chennai,2016.0,29000.0,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,Others,5.0,4.0,92.79 Lakh,65.0
Toyota Innova,Delhi,2006.0,150000.0,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,Others,8.0,5.0,,4.5
BMW X1,Chennai,2016.0,21000.0,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,Others,5.0,4.0,,33.0
Maruti Celerio,Kochi,2017.0,3923.0,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,White,5.0,4.0,,5.2
Maruti Wagon,Delhi,2006.0,65771.0,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,Others,5.0,4.0,,0.75
Tata Nano,Ahmedabad,2014.0,18050.0,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,Others,4.0,4.0,,1.0
Skoda Laura,Pune,2011.0,31900.0,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,Black/Silver,5.0,4.0,,3.75
Hyundai Verna,Kochi,2017.0,41534.0,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,Others,5.0,4.0,,7.99
Audi A4,Coimbatore,2012.0,46913.0,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,Others,5.0,4.0,,16.11
Hyundai Grand,Coimbatore,2019.0,13916.0,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Black/Silver,5.0,4.0,,6.44
BMW 3,Kochi,2015.0,30717.0,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,Black/Silver,5.0,4.0,58.67 Lakh,25.99
Renault Duster,Jaipur,2012.0,97000.0,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,Others,5.0,4.0,,4.25
Ford EcoSport,Kochi,2017.0,63423.0,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,White,5.0,4.0,10.42 Lakh,7.69
Honda Jazz,Coimbatore,2016.0,45449.0,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,,7.48
Maruti Ritz,Hyderabad,2012.0,68776.0,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,Black/Silver,5.0,4.0,,3.9
Honda Amaze,Ahmedabad,2014.0,61297.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,,4.35
Toyota Innova,Mumbai,2017.0,22000.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,Others,8.0,5.0,19.34 Lakh,16.5
Mahindra XUV500,Chennai,2011.0,126000.0,Diesel,Manual,Third,16.0 kmpl,2179 CC,140 bhp,Others,7.0,5.0,,6.7
Nissan Sunny,Jaipur,2013.0,120005.0,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,White,5.0,4.0,,4.0
Tata Manza,Pune,2012.0,73000.0,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,White,5.0,4.0,,3.4
Maruti Zen,Kochi,2003.0,61495.0,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,Others,5.0,4.0,,1.52
Maruti Swift,Hyderabad,2016.0,51787.0,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,White,5.0,4.0,,6.45
Toyota Etios,Pune,2018.0,3000.0,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,White,5.0,4.0,10.63 Lakh,7.9
Hyundai Grand,Jaipur,2016.0,46522.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Black/Silver,5.0,4.0,,4.5
Maruti Vitara,Pune,2016.0,21558.0,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5.0,4.0,10.65 Lakh,8.9
Volkswagen Ameo,Kochi,2018.0,46007.0,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,White,5.0,4.0,,5.71
Ford Endeavour,Coimbatore,2017.0,50484.0,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,Others,7.0,5.0,,31.12
Maruti Swift,Hyderabad,2008.0,76206.0,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,Black/Silver,5.0,4.0,,4.25
Honda City,Mumbai,2011.0,57000.0,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,Others,5.0,4.0,,4.4
Volkswagen Polo,Kolkata,2016.0,22000.0,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,Others,5.0,4.0,9.58 Lakh,6.29
Mercedes-Benz A,Pune,2015.0,48300.0,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,White,5.0,4.0,,17.5
Mahindra XUV500,Hyderabad,2013.0,49000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7.0,5.0,,9.0
Maruti Alto,Chennai,2017.0,5500.0,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,Others,5.0,4.0,,4.25
Hyundai i20,Mumbai,2010.0,57500.0,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,Others,5.0,4.0,,2.75
Tata Tigor,Kochi,2018.0,28973.0,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,Others,5.0,4.0,,6.64
Porsche Boxster,Kolkata,2015.0,10512.0,Petrol,Automatic,First,8.6 kmpl,2706 CC,265 bhp,Others,2.0,2.0,,64.0
Maruti Alto,Mumbai,2010.0,66000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,White,5.0,4.0,,1.5
Toyota Innova,Kochi,2018.0,8899.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,White,7.0,4.0,22.86 Lakh,19.92
Hyundai Verna,Mumbai,2015.0,40600.0,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,Black/Silver,5.0,4.0,15.14 Lakh,7.2
Hyundai i20,Kochi,2017.0,58620.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5.0,4.0,,7.14
Maruti Swift,Coimbatore,2013.0,38995.0,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5.0,4.0,,6.46
Toyota Corolla,Delhi,2013.0,56000.0,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,Others,5.0,4.0,,8.25
Hyundai Santro,Ahmedabad,2008.0,51000.0,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,White,5.0,4.0,,1.75
Renault Duster,Delhi,2012.0,130000.0,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,Black/Silver,5.0,4.0,,3.75
Honda Amaze,Jaipur,2014.0,69000.0,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,Black/Silver,5.0,4.0,7.52 Lakh,4.5
Ford Fiesta,Hyderabad,2008.0,83000.0,Diesel,Manual,Second,17.8 kmpl,1399 CC,null bhp,Black/Silver,5.0,4.0,,2.4
Toyota Fortuner,Hyderabad,2012.0,158000.0,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,Black/Silver,7.0,5.0,,17.49
Maruti Wagon,Ahmedabad,2007.0,55100.0,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,,1.45
Mercedes-Benz E-Class,Pune,2010.0,130923.0,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,Black/Silver,5.0,4.0,,12.5
Maruti Swift,Kolkata,2015.0,43000.0,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,White,5.0,4.0,,5.5
Ford Figo,Kochi,2016.0,33554.0,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,White,5.0,4.0,,6.22
Tata Indica,Chennai,2017.0,129000.0,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,Black/Silver,5.0,4.0,,3.0
Hyundai Grand,Kochi,2018.0,10393.0,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Black/Silver,5.0,4.0,6.62 Lakh,6.03
Porsche Panamera,Kochi,2014.0,60033.0,Diesel,Automatic,First,18.18 kmpl,2967 CC,250 bhp,White,4.0,4.0,,51.52
Hyundai Creta,Coimbatore,2018.0,17665.0,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,Black/Silver,5.0,4.0,15.36 Lakh,11.78
Ford Endeavour,Hyderabad,2018.0,15000.0,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,Black/Silver,7.0,5.0,,33.0
Maruti Vitara,Ahmedabad,2017.0,80000.0,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5.0,4.0,10.91 Lakh,8.0
Hyundai Verna,Hyderabad,2013.0,48158.0,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Others,5.0,4.0,,6.7
BMW 5,Chennai,2010.0,58000.0,Diesel,Automatic,First,18.59 kmpl,2993 CC,265 bhp,Black/Silver,5.0,4.0,79.78 Lakh,11.75
Honda Amaze,Kolkata,2014.0,64000.0,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,,3.5
Honda City,Coimbatore,2013.0,38622.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Others,5.0,4.0,12.68 Lakh,6.26
Hyundai Grand,Delhi,2015.0,63776.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Others,5.0,4.0,,3.96
Hyundai i20,Chennai,2011.0,24000.0,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,White,5.0,4.0,,4.25
Maruti Wagon,Kolkata,2018.0,10000.0,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,,4.5
Maruti Celerio,Hyderabad,2014.0,44600.0,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,,4.55
Land Rover Freelander,Pune,2012.0,85000.0,Diesel,Automatic,Second,0.0 kmpl,2179 CC,115 bhp,Others,5.0,4.0,,17.5
Maruti Swift,Delhi,2014.0,55000.0,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,Black/Silver,5.0,4.0,,4.2
Mahindra Xylo,Chennai,2015.0,82000.0,Diesel,Manual,Second,14.02 kmpl,2179 CC,118.3 bhp,Black/Silver,7.0,5.0,11.67 Lakh,4.85
Skoda Rapid,Hyderabad,2015.0,34000.0,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,Black/Silver,5.0,4.0,,7.99
Mercedes-Benz B,Delhi,2013.0,32000.0,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,Others,5.0,4.0,,11.0
BMW 3,Ahmedabad,2015.0,100000.0,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,Others,5.0,4.0,,24.75
Nissan Micra,Kolkata,2011.0,39002.0,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,White,5.0,4.0,,2.85
Maruti Swift,Kochi,2017.0,34613.0,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,7.92 Lakh,6.24
Maruti Swift,Mumbai,2008.0,69000.0,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,Black/Silver,5.0,4.0,,2.15
Hyundai i20,Coimbatore,2017.0,35043.0,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,Others,5.0,4.0,,8.19
Maruti Wagon,Pune,2010.0,71000.0,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,,2.0
Hyundai i20,Kolkata,2012.0,33249.0,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,Black/Silver,5.0,4.0,,3.25
Skoda Superb,Hyderabad,2010.0,53293.0,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,Black/Silver,5.0,4.0,,6.0
Toyota Camry,Mumbai,2010.0,62714.0,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,Black/Silver,5.0,4.0,,4.5
Mercedes-Benz New,Kolkata,2010.0,30500.0,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,White,5.0,4.0,,10.5
Honda Amaze,Kochi,2017.0,37578.0,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,White,5.0,4.0,,6.14
Maruti Swift,Bangalore,2006.0,80010.0,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,White,5.0,4.0,,2.85
Mercedes-Benz GLC,Mumbai,2017.0,24000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,White,5.0,4.0,59.77 Lakh,46.95
Mahindra Scorpio,Hyderabad,2014.0,90000.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,7.9
Chevrolet Cruze,Pune,2012.0,137008.0,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,Black/Silver,4.0,4.0,,4.65
Ford Fiesta,Pune,2010.0,85000.0,Petrol,Manual,First,15.3 kmpl,1596 CC,101 bhp,Others,5.0,4.0,,1.46
Hyundai Xcent,Coimbatore,2015.0,65743.0,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,White,5.0,4.0,7.85 Lakh,6.2
Hyundai i20,Chennai,2011.0,32200.0,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,White,5.0,4.0,,3.25
Ford Figo,Kolkata,2015.0,4311.0,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,Black/Silver,5.0,4.0,,4.8
Hyundai Creta,Bangalore,2017.0,26246.0,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,Others,5.0,4.0,,10.75
Hyundai Grand,Kolkata,2014.0,19500.0,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5.0,4.0,,2.85
Maruti Wagon,Coimbatore,2017.0,37832.0,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,Black/Silver,5.0,4.0,6.33 Lakh,5.23
Maruti Baleno,Kochi,2017.0,24773.0,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5.0,4.0,8.78 Lakh,7.5
Maruti Dzire,Delhi,2016.0,45376.0,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,White,5.0,4.0,8.58 Lakh,5.75
Honda Amaze,Delhi,2013.0,90000.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,,3.8
Volkswagen Jetta,Kochi,2013.0,76718.0,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,White,5.0,4.0,,6.51
Mahindra Scorpio,Delhi,2011.0,85000.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,White,8.0,5.0,,5.25
Honda Amaze,Coimbatore,2015.0,53497.0,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,Others,5.0,4.0,,5.45
BMW 5,Coimbatore,2013.0,108640.0,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,White,5.0,4.0,,23.29
Maruti S-Cross,Delhi,2018.0,12923.0,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,White,5.0,4.0,11.26 Lakh,8.92
Chevrolet Beat,Chennai,2012.0,82697.0,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,Others,5.0,4.0,,1.9
Tata Indica,Jaipur,2007.0,200000.0,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,Others,5.0,4.0,,0.85
Mahindra Scorpio,Kolkata,2012.0,62000.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,6.25
Maruti SX4,Delhi,2009.0,92000.0,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,Black/Silver,5.0,4.0,,2.7
Maruti Baleno,Hyderabad,2005.0,92450.0,Petrol,Manual,First,15.4 kmpl,1590 CC,94 bhp,White,5.0,4.0,,1.2
Tata Zest,Mumbai,2014.0,36000.0,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,Black/Silver,5.0,4.0,7.63 Lakh,3.7
Tata Nexon,Coimbatore,2018.0,17477.0,Petrol,Manual,First,17.0 kmpl,1198 CC,108.5 bhp,White,5.0,4.0,11.13 Lakh,9.62
Hyundai Xcent,Mumbai,2016.0,10200.0,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,Black/Silver,5.0,4.0,,4.99
Maruti Baleno,Pune,2006.0,146000.0,Petrol,Manual,Second,15.4 kmpl,1590 CC,94 bhp,Others,5.0,4.0,,1.05
Toyota Innova,Mumbai,2016.0,25121.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,Black/Silver,7.0,4.0,23.06 Lakh,17.11
Tata Nano,Hyderabad,2014.0,16810.0,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,Black/Silver,4.0,4.0,,1.6
Hyundai Verna,Delhi,2011.0,103814.0,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5.0,4.0,,4.5
Mercedes-Benz GLE,Mumbai,2016.0,21000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,Black/Silver,5.0,4.0,78.76 Lakh,56.0
Honda Jazz,Kochi,2017.0,41981.0,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,White,5.0,4.0,,6.14
Maruti Ritz,Chennai,2011.0,67000.0,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,Others,5.0,4.0,,2.25
Hyundai EON,Kochi,2015.0,43993.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5.0,4.0,,3.45
Honda Civic,Hyderabad,2008.0,95000.0,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,Others,5.0,4.0,,3.0
Tata Indigo,Chennai,2009.0,167000.0,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,Others,5.0,4.0,,2.7
Hyundai EON,Hyderabad,2013.0,17729.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5.0,4.0,,3.65
Volkswagen Passat,Kolkata,2012.0,39273.0,Diesel,Automatic,First,14.3 kmpl,1968 CC,140 bhp,White,5.0,4.0,,6.99
Hyundai i20,Kochi,2016.0,55036.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Others,5.0,4.0,,6.35
Hyundai Santa,Bangalore,2014.0,48000.0,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,Black/Silver,7.0,5.0,,16.25
Toyota Etios,Kochi,2015.0,52207.0,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,4.56
Hyundai i10,Delhi,2012.0,51000.0,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5.0,4.0,,2.2
Mercedes-Benz New,Delhi,2016.0,20000.0,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,Others,5.0,4.0,,33.0
Volkswagen Polo,Hyderabad,2015.0,50000.0,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5.0,4.0,,6.2
Chevrolet Beat,Kochi,2014.0,52398.0,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,Others,5.0,4.0,,2.47
Maruti Ritz,Chennai,2009.0,83000.0,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,Others,5.0,4.0,,2.95
Renault Duster,Hyderabad,2013.0,74911.0,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,White,5.0,4.0,,6.0
Honda City,Delhi,2015.0,50000.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,White,5.0,4.0,,8.25
Hyundai Getz,Pune,2005.0,91000.0,Petrol,Manual,Third,16.8 kmpl,1341 CC,83 bhp,Others,5.0,4.0,,0.8
Volkswagen Polo,Pune,2010.0,39000.0,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5.0,4.0,,3.05
Hyundai Xcent,Delhi,2015.0,58000.0,Diesel,Manual,First,24.4 kmpl,1120 CC,71.01 bhp,Black/Silver,5.0,4.0,,4.95
Audi A4,Hyderabad,2015.0,50000.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Others,5.0,4.0,,25.0
Audi A6,Kochi,2013.0,91903.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Black/Silver,5.0,4.0,,17.56
Audi Q5,Coimbatore,2017.0,40318.0,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,White,5.0,4.0,,43.74
Mahindra XUV500,Kochi,2012.0,82103.0,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7.0,5.0,,6.2
Volkswagen Vento,Mumbai,2014.0,61529.0,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,White,5.0,4.0,,5.65
Skoda Laura,Delhi,2013.0,81755.0,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,White,5.0,4.0,,4.75
Audi A4,Bangalore,2014.0,21000.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Others,5.0,4.0,,24.5
Fiat Linea,Kochi,2016.0,56628.0,Diesel,Manual,First,20.4 kmpl,1248 CC,92 bhp,Black/Silver,5.0,4.0,,5.85
Honda Civic,Ahmedabad,2009.0,89000.0,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Others,5.0,4.0,,4.25
Volkswagen Polo,Delhi,2013.0,69000.0,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,Black/Silver,5.0,4.0,,4.5
Hyundai Getz,Jaipur,2005.0,100000.0,Petrol,Manual,Second,15.3 kmpl,,,,5.0,4.0,,0.85
Hyundai Verna,Mumbai,2011.0,74000.0,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.3 bhp,Black/Silver,5.0,4.0,,3.75
Honda Civic,Pune,2010.0,61700.0,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,Others,5.0,4.0,,2.95
Maruti Wagon,Pune,2014.0,58000.0,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,White,5.0,4.0,,3.0
Mercedes-Benz New,Hyderabad,2012.0,41367.0,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,Black/Silver,5.0,4.0,,18.49
Hyundai Verna,Kochi,2019.0,12645.0,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,White,5.0,4.0,13.49 Lakh,11.5
Hyundai i20,Pune,2016.0,6000.0,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,Black/Silver,5.0,4.0,,7.25
Maruti Dzire,Coimbatore,2018.0,25082.0,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,White,5.0,4.0,9.62 Lakh,8.37
Mercedes-Benz New,Coimbatore,2018.0,20604.0,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,White,5.0,4.0,,39.62
Renault Duster,Delhi,2015.0,73539.0,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,White,5.0,4.0,,6.75
Hyundai Verna,Hyderabad,2008.0,90000.0,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,Others,5.0,4.0,,2.25
Audi Q7,Coimbatore,2015.0,55662.0,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,Others,7.0,5.0,,42.83
Toyota Etios,Pune,2015.0,190000.0,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,Black/Silver,5.0,4.0,,3.85
Hyundai Elantra,Jaipur,2012.0,98008.0,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,White,5.0,4.0,,6.25
Toyota Etios,Pune,2014.0,80102.0,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,3.5
Ford Ecosport,Mumbai,2017.0,30000.0,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5.0,4.0,,8.75
Honda City,Delhi,2015.0,50000.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,7.41
Mahindra XUV500,Delhi,2016.0,81177.0,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,Black/Silver,7.0,5.0,,11.25
Honda City,Kochi,2015.0,80606.0,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,,6.96
Hyundai Xcent,Jaipur,2014.0,12500.0,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,White,5.0,4.0,,4.15
Volkswagen Vento,Pune,2013.0,64430.0,Diesel,,First,20.54 kmpl,1598 CC,103.6 bhp,White,5.0,4.0,,5.2
Jaguar XF,Pune,2013.0,46000.0,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,White,5.0,4.0,,24.0
